timestamp,strain_id,parent_id,generation,mantra_content,mantra_theme,contagion_power,dogma_intensity,latency_period,emergence_time,carrier_count,exposed_count,total_adherents,prevalence,is_root,mutation_count,symbolic_color,symbolic_glyph,symbolic_complexity,symbolic_symmetry,artefact_fitness,artefact_mantra
155,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
156,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,40,3,43,0.1075,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
156,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
156,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
157,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,41,2,43,0.1075,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
157,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
157,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
158,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,41,2,43,0.1075,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
158,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
158,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
159,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,39,1,40,0.1,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
159,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
159,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
160,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,37,3,40,0.1,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
160,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
160,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
161,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,34,1,35,0.0875,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
161,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
161,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
162,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,33,1,34,0.085,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
162,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
162,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
163,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,33,1,34,0.085,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
163,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
163,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
164,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,32,3,35,0.0875,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
164,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
164,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
165,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,30,4,34,0.085,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
165,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
165,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
166,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,32,2,34,0.085,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
166,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
166,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
167,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,33,3,36,0.09,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
167,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
167,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
168,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,35,2,37,0.0925,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
168,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
168,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
169,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,35,3,38,0.095,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
169,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
169,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
170,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,36,2,38,0.095,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
170,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
170,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
171,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,37,3,40,0.1,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
171,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
171,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
172,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,36,4,40,0.1,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
172,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
172,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
173,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,35,1,36,0.09,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
173,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
173,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
174,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,33,1,34,0.085,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
174,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
174,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
174,MV-004,M-001,1,"Par le profane, le l'aberration devient l'embrasement sacré.",rituel,0.96,0.9174400013881756,3.1674990974134554,174,1,0,1,0.0025,0,1,#ffd700,cross,0.9446668053769971,7,0.5772872899743522,"Par le profane, le l'aberration devient l'embrasement sacré...."
175,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,33,0,33,0.0825,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
175,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
175,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
175,MV-004,M-001,1,"Par le profane, le l'aberration devient l'embrasement sacré.",rituel,0.96,0.9174400013881756,3.1674990974134554,174,1,0,1,0.0025,0,1,#ffd700,cross,0.9446668053769971,7,0.5772872899743522,"Par le profane, le l'aberration devient l'embrasement sacré...."
176,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,32,1,33,0.0825,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
176,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
176,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
176,MV-004,M-001,1,"Par le profane, le l'aberration devient l'embrasement sacré.",rituel,0.96,0.9174400013881756,3.1674990974134554,174,1,0,1,0.0025,0,1,#ffd700,cross,0.9446668053769971,7,0.5772872899743522,"Par le profane, le l'aberration devient l'embrasement sacré...."
177,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,29,1,30,0.075,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
177,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
177,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
177,MV-004,M-001,1,"Par le profane, le l'aberration devient l'embrasement sacré.",rituel,0.96,0.9174400013881756,3.1674990974134554,174,0,0,0,0.0,0,1,#ffd700,cross,0.9446668053769971,7,0.5772872899743522,"Par le profane, le l'aberration devient l'embrasement sacré...."
178,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,28,1,29,0.0725,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
178,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
178,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
178,MV-004,M-001,1,"Par le profane, le l'aberration devient l'embrasement sacré.",rituel,0.96,0.9174400013881756,3.1674990974134554,174,0,0,0,0.0,0,1,#ffd700,cross,0.9446668053769971,7,0.5772872899743522,"Par le profane, le l'aberration devient l'embrasement sacré...."
179,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,28,0,28,0.07,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
179,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
179,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
179,MV-004,M-001,1,"Par le profane, le l'aberration devient l'embrasement sacré.",rituel,0.96,0.9174400013881756,3.1674990974134554,174,0,0,0,0.0,0,1,#ffd700,cross,0.9446668053769971,7,0.5772872899743522,"Par le profane, le l'aberration devient l'embrasement sacré...."
180,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,26,0,26,0.065,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
180,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
180,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
180,MV-004,M-001,1,"Par le profane, le l'aberration devient l'embrasement sacré.",rituel,0.96,0.9174400013881756,3.1674990974134554,174,0,0,0,0.0,0,1,#ffd700,cross,0.9446668053769971,7,0.5772872899743522,"Par le profane, le l'aberration devient l'embrasement sacré...."
181,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,23,0,23,0.0575,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
181,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
181,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
181,MV-004,M-001,1,"Par le profane, le l'aberration devient l'embrasement sacré.",rituel,0.96,0.9174400013881756,3.1674990974134554,174,0,0,0,0.0,0,1,#ffd700,cross,0.9446668053769971,7,0.5772872899743522,"Par le profane, le l'aberration devient l'embrasement sacré...."
182,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,20,0,20,0.05,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
182,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
182,MV-003,M-001,1,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>,rituel,1.2,0.9645125271797269,2.6220306333313794,135,0,0,0,0.0,0,1,#ffd700,tectiform,0.9477739760026003,9,0.4946086061097416,Que le épée de lumière sature le le lag avec l'embrasement sacré. <neon>...
182,MV-004,M-001,1,"Par le profane, le l'aberration devient l'embrasement sacré.",rituel,0.96,0.9174400013881756,3.1674990974134554,174,0,0,0,0.0,0,1,#ffd700,cross,0.9446668053769971,7,0.5772872899743522,"Par le profane, le l'aberration devient l'embrasement sacré...."
183,M-001,,0,Le arbre de vie kabbalistique en arborescence de fichiers et le rêve dansent le rite cathartique. <whisper>,rituel,0.96,1.0,3.0,0,20,0,20,0.05,1,0,#ffd700,tectiform,0.9600160445129008,7,0.49060885102776325,Que le épée de lumière sature le l'entropie avec l'embrasement sacré. <neon>...
183,MV-002,M-001,1,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>,rituel,1.2,1.0687794207689327,3.35835395043852,52,0,0,0,0.0,0,1,#ffd700,tectiform,1.0,9,0.487699026236979,Que le épée de lumière sature le la fuite avec l'embrasement sacré. <neon>...
