timestamp,strain_id,parent_id,generation,mantra_content,mantra_theme,contagion_power,dogma_intensity,latency_period,emergence_time,carrier_count,exposed_count,total_adherents,prevalence,is_root,mutation_count
188,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
188,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
188,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
188,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
188,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
188,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
188,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
189,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
189,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
189,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
189,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
189,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
189,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
189,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
189,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
189,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
189,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
189,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
189,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
189,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
189,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
189,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
189,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
189,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
190,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
190,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
190,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
190,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
190,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
190,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
190,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
190,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
190,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
190,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
190,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
190,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
190,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
190,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
190,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
190,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
190,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
191,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
191,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
191,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
191,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
191,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
191,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
191,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
191,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
191,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
191,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
191,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
191,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
191,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
191,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
191,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
191,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
191,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
192,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
192,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
192,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
192,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
192,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
192,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
192,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
192,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
192,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
192,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
192,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
192,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
192,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
192,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
192,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
192,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
192,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
193,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
193,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
193,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
193,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
193,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
193,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
193,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
193,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
193,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
193,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
193,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
193,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
193,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
193,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
193,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
193,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
193,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
194,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
194,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
194,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
194,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
194,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
194,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
194,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
194,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
194,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
194,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
194,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
194,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
194,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
194,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
194,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
194,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
194,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
195,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
195,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
195,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
195,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
195,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
195,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
195,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
195,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
195,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
195,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
195,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
195,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
195,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
195,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
195,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
195,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
195,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
196,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
196,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
196,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
196,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
196,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
196,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
196,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
196,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
196,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
196,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
196,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
196,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
196,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
196,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
196,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
196,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
196,SC-017,MV-013,3,"🜃 PROPHÉTIE : mantra le liminal silence, seul révèle silence persiste.",silence,5.918273201887759,39.87941879358169,1.0,185,0,0,0,0.0,0,4
197,M-001,,0,Le miroir fractal et le réseau dansent le rite fractal. <fracture>,rituel,1.2,1.0,3.0,0,0,0,0,0.0,1,0
197,RF-002,M-001,1,Le miroir fractal et le réseau dansent le rite fractal. <sanctify>,rituel,1.44,0.5,2.4000000000000004,10,0,0,0,0.0,0,1
197,MV-003,M-001,1,Le miroir fractal et le réseau dansent phénix de code rite fractal. <fracture>,rituel,1.5,1.0055409239693864,2.978747900127118,27,0,0,0,0.0,0,1
197,PR-004,,0,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,4.5,50.0,1.0,33,0,0,0,0.0,1,1
197,RF-005,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le silence persiste.",silence,5.3999999999999995,25.0,0.8,35,0,0,0,0.0,0,2
197,MV-006,PR-004,1,"🜃 PROPHÉTIE : Dans miroir fractal liminal silence, seul le silence persiste.",silence,5.175,52.62020672328863,1.0504546162609456,62,0,0,0,0.0,0,2
197,MV-007,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul le anneau de données persiste.",silence,4.5,55.54263068023113,1.0497371089385084,81,0,0,0,0.0,0,2
197,MV-008,RF-005,2,"🜃 PROPHÉTIE : Dans le hack silence, seul le silence persiste. <glitch>",silence,7.559999999999999,23.060812405750738,1.0,100,0,0,0,0.0,0,3
197,MV-009,PR-004,1,"🜃 PROPHÉTIE : Dans le liminal silence, seul efface silence persiste. <decay>",silence,6.3,53.95227226853297,1.0,122,0,0,0,0.0,0,2
197,PR-010,,0,🜃 PROPHÉTIE : Le ankh de clonage et le réseau dansent le rite sacré. ,rituel,4.5,50.0,1.0,133,0,0,0,0.0,1,1
197,MV-011,RF-005,2,"🜃 PROPHÉTIE : songe le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.233943233441614,1.0,135,0,0,0,0.0,0,3
197,MV-012,PR-004,1,🜃 PROPHÉTIE : Dans le liminal recodifie seul le silence persiste. <neon>,silence,6.3,56.5959806595967,1.1567404783580628,154,0,0,0,0.0,0,2
197,MV-013,RF-005,2,"🜃 PROPHÉTIE : mantra le liminal silence, seul le silence persiste.",silence,6.209999999999999,26.58627919572113,1.0,160,0,0,0,0.0,0,3
197,MV-014,PR-004,1,"🜃 PROPHÉTIE : réseau le liminal silence, seul le silence persiste.",silence,5.175,45.84928419688926,1.1928293891630728,165,0,0,0,0.0,0,2
197,MV-015,RF-005,2,"🜃 PROPHÉTIE glyphe Dans le liminal silence, seul le silence persiste.",silence,6.209999999999999,28.350237401131068,1.0,167,0,0,0,0.0,0,3
197,MV-016,MV-012,2,🜃 PROPHÉTIE anneau de données Dans le liminal recodifie seul le silence persiste. <corrupt>,silence,8.819999999999999,61.08943514713451,1.0,179,0,0,0,0.0,0,3
